risk_score,MFA_bypassed,is_anomaly
93,0,False
99,0,False
96,0,False
92,0,False
92,0,False
91,0,False
96,0,False
92,0,False
91,0,False
99,0,False
91,0,False
93,0,False
97,0,False
94,0,False
93,0,False
93,0,False
93,0,False
92,0,False
92,0,False
94,0,False
96,0,False
93,0,False
95,0,False
91,0,False
100,0,False
92,0,False
94,0,False
98,0,False
91,0,False
100,0,False
93,0,False
91,0,False
95,0,False
95,0,False
94,0,False
94,0,False
92,0,False
91,0,False
94,0,False
92,0,False
91,0,False
97,0,False
94,0,False
94,0,False
94,0,False
99,0,False
91,0,False
92,0,False
92,0,False
92,0,False
91,0,False
91,0,False
93,0,False
95,0,False
91,0,False
94,0,False
91,0,False
91,0,False
94,0,False
93,0,False
92,0,False
93,0,False
97,0,False
91,0,False
93,0,False
96,0,False
94,0,False
97,0,False
91,0,False
91,0,False
92,0,False
93,0,False
90,0,False
92,0,False
100,0,True
100,0,False
91,0,False
93,0,False
92,0,False
94,0,False
91,0,False
94,0,False
93,0,False
91,0,False
91,0,False
95,0,False
93,0,False
93,0,False
93,0,False
94,0,False
92,0,False
97,0,False
94,0,False
95,0,False
94,0,False
93,0,False
95,0,False
91,0,False
99,0,False
95,0,False
91,0,False
92,0,False
100,0,True
99,0,False
91,0,False
91,0,False
91,0,False
91,0,False
97,0,False
92,0,False
91,0,False
97,0,False
93,0,False
97,0,False
97,0,False
91,0,False
99,0,False
91,0,False
95,0,False
91,0,False
96,0,False
91,0,False
100,0,False
96,0,False
92,0,False
94,0,False
93,0,False
97,0,False
91,0,False
93,0,False
97,0,False
92,0,False
93,0,False
91,0,False
91,0,False
95,0,False
100,0,False
96,0,False
100,0,True
93,0,False
100,0,False
95,0,False
92,0,False
92,0,False
100,0,False
98,0,False
100,0,False
100,0,False
99,0,False
93,0,False
91,0,False
99,0,False
91,0,False
93,0,False
95,0,False
91,0,False
91,0,False
94,0,False
100,0,False
92,0,False
93,0,False
95,0,False
93,0,False
91,0,False
92,0,False
99,0,False
99,0,False
92,0,False
94,0,False
91,0,False
92,0,False
94,0,False
95,0,False
94,0,False
94,0,False
93,0,False
95,0,False
93,0,False
91,0,False
91,0,False
96,0,False
91,0,False
91,0,False
93,0,False
95,0,False
96,0,False
94,0,False
100,0,True
91,0,False
95,0,False
95,0,False
92,0,False
96,0,False
100,0,True
94,0,False
92,0,False
93,0,False
93,0,False
91,0,False
96,0,False
93,0,False
91,0,False
92,0,False
91,0,False
91,0,False
99,0,False
95,0,False
92,0,False
94,0,False
92,0,False
92,0,False
97,0,False
93,0,False
96,0,False
94,0,False
93,0,False
93,0,False
91,0,False
95,0,False
92,0,False
93,0,False
100,0,True
93,0,False
93,0,False
93,0,False
94,0,False
94,0,False
92,0,False
94,0,False
92,0,False
91,0,False
92,0,False
100,0,False
93,0,False
94,0,False
92,0,False
91,0,False
92,0,False
93,0,False
91,0,False
92,0,False
93,0,False
90,0,False
99,0,False
93,0,False
94,0,False
93,0,False
91,0,False
100,0,False
95,0,False
94,0,False
93,0,False
92,0,False
93,0,False
94,0,False
91,0,False
91,0,False
92,0,False
93,0,False
93,0,False
94,0,False
92,0,False
93,0,False
93,0,False
92,0,False
95,0,False
96,0,False
92,0,False
97,0,False
92,0,False
94,0,False
93,0,False
94,0,False
97,0,False
94,0,False
94,0,False
91,0,False
94,0,False
91,0,False
91,0,False
97,0,False
91,0,False
96,0,False
94,0,False
95,0,False
100,0,True
94,0,False
92,0,False
94,0,False
95,0,False
93,0,False
93,0,False
94,0,False
94,0,False
100,0,True
94,0,False
92,0,False
92,0,False
94,0,False
98,0,False
94,0,False
97,0,False
100,0,False
90,0,False
91,0,False
99,0,False
100,0,True
93,0,False
92,0,False
94,0,False
92,0,False
97,0,False
92,0,False
94,0,False
94,0,False
100,0,False
92,0,False
96,0,False
91,0,False
100,0,False
91,0,False
92,0,False
94,0,False
95,0,False
100,0,False
94,0,False
91,0,False
98,0,False
94,0,False
100,0,False
96,0,False
92,0,False
93,0,False
93,0,False
93,0,False
91,0,False
94,0,False
97,0,False
91,0,False
93,0,False
93,0,False
92,0,False
95,0,False
92,0,False
93,0,False
97,0,False
95,0,False
94,0,False
94,0,False
95,0,False
90,0,False
91,0,False
91,0,False
97,0,False
93,0,False
94,0,False
96,0,False
92,0,False
91,0,False
92,0,False
96,0,False
96,0,False
91,0,False
95,0,False
99,0,False
92,0,False
92,0,False
95,0,False
95,0,False
94,0,False
93,0,False
93,0,False
94,0,False
92,0,False
95,0,False
93,0,False
92,0,False
94,0,False
91,0,False
93,0,False
92,0,False
95,0,False
100,0,True
95,0,False
93,0,False
91,0,False
91,0,False
94,0,False
94,0,False
91,0,False
94,0,False
94,0,False
91,0,False
93,0,False
92,0,False
94,0,False
93,0,False
94,0,False
94,0,False
95,0,False
97,0,False
92,0,False
91,0,False
93,0,False
95,0,False
95,0,False
93,0,False
91,0,False
92,0,False
94,0,False
92,0,False
93,0,False
93,0,False
93,0,False
94,0,False
93,0,False
94,0,False
93,0,False
97,0,False
92,0,False
98,0,False
91,0,False
91,0,False
92,0,False
92,0,False
93,0,False
94,0,False
97,0,False
91,0,False
94,0,False
93,0,False
91,0,False
93,0,False
91,0,False
100,0,False
92,0,False
97,0,False
93,0,False
93,0,False
94,0,False
94,0,False
91,0,False
94,0,False
92,0,False
95,0,False
100,0,False
94,0,False
95,0,False
93,0,False
92,0,False
94,0,False
94,0,False
97,0,False
92,0,False
94,0,False
93,0,False
91,0,False
92,0,False
95,0,False
93,0,False
91,0,False
93,0,False
91,0,False
92,0,False
91,0,False
93,0,False
99,0,False
92,0,False
92,0,False
95,0,False
91,0,False
92,0,False
100,0,False
92,0,False
91,0,False
93,0,False
95,0,False
100,0,False
92,0,False
92,0,False
94,0,False
95,0,False
94,0,False
93,0,False
97,0,False
92,0,False
91,0,False
94,0,False
92,0,False
91,0,False
90,0,False
97,0,False
96,0,False
95,0,False
94,0,False
91,0,False
91,0,False
95,0,False
90,0,False
92,0,False
91,0,False
93,0,False
96,0,False
100,0,True
93,0,False
94,0,False
93,0,False
92,0,False
95,0,False
91,0,False
92,0,False
92,0,False
91,0,False
98,0,False
94,0,False
91,0,False
95,0,False
92,0,False
92,0,False
91,0,False
93,0,False
99,0,False
97,0,False
94,0,False
93,0,False
93,0,False
96,0,False
94,0,False
91,0,False
100,0,True
91,0,False
94,0,False
98,0,False
92,0,False
95,0,False
94,0,False
91,0,False
92,0,False
91,0,False
97,0,False
97,0,False
91,0,False
91,0,False
92,0,False
91,0,False
91,0,False
92,0,False
93,0,False
98,0,False
96,0,False
93,0,False
97,0,False
94,0,False
91,0,False
90,0,False
92,0,False
95,0,False
93,0,False
94,0,False
100,0,False
92,0,False
100,0,True
100,0,False
98,0,False
94,0,False
94,0,False
94,0,False
95,0,False
93,0,False
93,0,False
90,0,False
91,0,False
94,0,False
92,0,False
92,0,False
100,0,True
93,0,False
94,0,False
96,0,False
92,0,False
91,0,False
90,0,False
94,0,False
94,0,False
92,0,False
94,0,False
97,0,False
94,0,False
93,0,False
93,0,False
93,0,False
92,0,False
96,0,False
92,0,False
97,0,False
93,0,False
92,0,False
93,0,False
93,0,False
95,0,False
95,0,False
94,0,False
94,0,False
90,0,False
91,0,False
92,0,False
91,0,False
92,0,False
94,0,False
93,0,False
96,0,False
92,0,False
100,0,False
91,0,False
91,0,False
92,0,False
94,0,False
93,0,False
92,0,False
96,0,False
92,0,False
92,0,False
92,0,False
92,0,False
92,0,False
94,0,False
94,0,False
93,0,False
96,0,False
95,0,False
95,0,False
93,0,False
91,0,False
97,0,False
92,0,False
91,0,False
91,0,False
91,0,False
93,0,False
94,0,False
91,0,False
94,0,False
94,0,False
91,0,False
93,0,False
97,0,False
99,0,False
93,0,False
93,0,False
96,0,False
95,0,False
95,0,False
91,0,False
91,0,False
95,0,False
100,0,False
92,0,False
93,0,False
92,0,False
92,0,False
97,0,False
93,0,False
92,0,False
93,0,False
92,0,False
97,0,False
91,0,False
92,0,False
91,0,False
94,0,False
97,0,False
91,0,False
93,0,False
94,0,False
97,0,False
95,0,False
93,0,False
96,0,False
94,0,False
91,0,False
93,0,False
91,0,False
91,0,False
94,0,False
95,0,False
96,0,False
93,0,False
91,0,False
93,0,False
91,0,False
95,0,False
91,0,False
94,0,False
91,0,False
90,0,False
97,0,False
92,0,False
95,0,False
94,0,False
95,0,False
93,0,False
91,0,False
90,0,False
94,0,False
96,0,False
100,0,False
90,0,False
91,0,False
97,0,False
91,0,False
95,0,False
93,0,False
92,0,False
100,0,True
93,0,False
94,0,False
91,0,False
95,0,False
93,0,False
96,0,False
93,0,False
94,0,False
92,0,False
93,0,False
95,0,False
97,0,False
92,0,False
93,0,False
92,0,False
99,0,False
91,0,False
93,0,False
96,0,False
97,0,False
92,0,False
91,0,False
91,0,False
93,0,False
100,0,False
92,0,False
93,0,False
91,0,False
100,0,False
93,0,False
94,0,False
94,0,False
91,0,False
92,0,False
91,0,False
99,0,False
93,0,False
95,0,False
94,0,False
93,0,False
91,0,False
94,0,False
95,0,False
92,0,False
93,0,False
95,0,False
93,0,False
93,0,False
91,0,False
94,0,False
94,0,False
92,0,False
95,0,False
93,0,False
97,0,False
94,0,False
93,0,False
92,0,False
91,0,False
94,0,False
94,0,False
92,0,False
93,0,False
97,0,False
97,0,False
93,0,False
92,0,False
92,0,False
91,0,False
96,0,False
96,0,False
99,0,False
94,0,False
93,0,False
93,0,False
91,0,False
94,0,False
94,0,False
93,0,False
92,0,False
95,0,False
92,0,False
94,0,False
94,0,False
91,0,False
93,0,False
94,0,False
94,0,False
91,0,False
92,0,False
100,0,True
95,0,False
96,0,False
93,0,False
95,0,False
92,0,False
100,0,False
97,0,False
92,0,False
95,0,False
92,0,False
92,0,False
98,0,False
100,0,True
96,0,False
91,0,False
93,0,False
99,0,False
93,0,False
92,0,False
95,0,False
94,0,False
95,0,False
93,0,False
100,0,True
99,0,False
95,0,False
91,0,False
96,0,False
90,0,False
97,0,False
92,0,False
94,0,False
92,0,False
92,0,False
93,0,False
95,0,False
95,0,False
94,0,False
91,0,False
92,0,False
91,0,False
95,0,False
90,0,False
93,0,False
96,0,False
92,0,False
92,0,False
91,0,False
97,0,False
99,0,False
95,0,False
96,0,False
100,0,True
92,0,False
91,0,False
98,0,False
99,0,False
91,0,False
92,0,False
92,0,False
97,0,False
94,0,False
95,0,False
93,0,False
96,0,False
92,0,False
98,0,False
91,0,False
100,0,False
91,0,False
97,0,False
96,0,False
94,0,False
97,0,False
94,0,False
92,0,False
91,0,False
93,0,False
100,0,True
94,0,False
93,0,False
92,0,False
93,0,False
92,0,False
91,0,False
92,0,False
97,0,False
94,0,False
91,0,False
92,0,False
96,0,False
94,0,False
94,0,False
93,0,False
92,0,False
92,0,False
94,0,False
99,0,False
94,0,False
99,0,False
95,0,False
94,0,False
92,0,False
93,0,False
96,0,False
91,0,False
96,0,False
97,0,False
94,0,False
96,0,False
95,0,False
92,0,False
92,0,False
97,0,False
90,0,False
98,0,False
92,0,False
91,0,False
100,0,False
93,0,False
91,0,False
92,0,False
92,0,False
96,0,False
91,0,False
94,0,False
100,0,False
91,0,False
96,0,False
100,0,False
93,0,False
93,0,False
93,0,False
92,0,False
92,0,False
95,0,False
94,0,False
91,0,False
92,0,False
92,0,False
93,0,False
94,0,False
92,0,False
96,0,False
95,0,False
97,0,False
91,0,False
93,0,False
91,0,False
92,0,False
91,0,False
92,0,False
100,0,True
91,0,False
100,0,False
93,0,False
91,0,False
100,0,False
92,0,False
96,0,False
94,0,False
94,0,False
95,0,False
92,0,False
92,0,False
92,0,False
91,0,False
91,0,False
91,0,False
97,0,False
100,0,False
92,0,False
92,0,False
92,0,False
91,0,False
93,0,False
100,0,False
95,0,False
91,0,False
100,0,False
92,0,False
92,0,False
94,0,False
93,0,False
91,0,False
97,0,False
96,0,False
95,0,False
93,0,False
98,0,False
94,0,False
92,0,False
91,0,False
97,0,False
93,0,False
94,0,False
96,0,False
92,0,False
100,0,False
96,0,False
96,0,False
91,0,False
93,0,False
92,0,False
93,0,False
92,0,False
92,0,False
91,0,False
99,0,False
96,0,False
91,0,False
92,0,False
91,0,False
100,0,True
94,0,False
91,0,False
92,0,False
99,0,False
93,0,False
91,0,False
93,0,False
94,0,False
91,0,False
92,0,False
93,0,False
96,0,False
92,0,False
94,0,False
95,0,False
92,0,False
97,0,False
94,0,False
94,0,False
95,0,False
94,0,False
93,0,False
92,0,False
92,0,False
94,0,False
93,0,False
94,0,False
91,0,False
92,0,False
91,0,False
92,0,False
95,0,False
93,0,False
91,0,False
96,0,False
92,0,False
92,0,False
91,0,False
95,0,False
99,0,False
100,0,False
92,0,False
91,0,False
92,0,False
96,0,False
92,0,False
92,0,False
91,0,False
97,0,False
91,0,False
93,0,False
94,0,False
100,0,True
96,0,False
93,0,False
97,0,False
92,0,False
95,0,False
93,0,False
95,0,False
91,0,False
92,0,False
94,0,False
94,0,False
92,0,False
93,0,False
92,0,False
94,0,False
92,0,False
96,0,False
92,0,False
97,0,False
92,0,False
94,0,False
92,0,False
90,0,False
94,0,False
91,0,False
95,0,False
91,0,False
95,0,False
91,0,False
91,0,False
91,0,False
91,0,False
100,0,False
93,0,False
91,0,False
93,0,False
94,0,False
93,0,False
94,0,False
93,0,False
96,0,False
97,0,False
93,0,False
100,0,False
91,0,False
91,0,False
91,0,False
97,0,False
92,0,False
93,0,False
99,0,False
98,0,False
91,0,False
97,0,False
91,0,False
93,0,False
95,0,False
92,0,False
92,0,False
98,0,False
100,0,True
100,0,False
96,0,False
93,0,False
92,0,False
96,0,False
94,0,False
94,0,False
95,0,False
93,0,False
96,0,False
99,0,False
92,0,False
95,0,False
92,0,False
93,0,False
94,0,False
94,0,False
96,0,False
93,0,False
94,0,False
91,0,False
93,0,False
96,0,False
91,0,False
93,0,False
94,0,False
96,0,False
94,0,False
92,0,False
99,0,False
91,0,False
95,0,False
94,0,False
93,0,False
94,0,False
91,0,False
91,0,False
94,0,False
93,0,False
90,0,False
94,0,False
92,0,False
93,0,False
93,0,False
92,0,False
91,0,False
92,0,False
96,0,False
91,0,False
91,0,False
98,0,False
92,0,False
93,0,False
92,0,False
93,0,False
91,0,False
93,0,False
95,0,False
94,0,False
94,0,False
98,0,False
92,0,False
97,0,False
91,0,False
96,0,False
99,0,False
92,0,False
92,0,False
91,0,False
94,0,False
91,0,False
96,0,False
92,0,False
91,0,False
91,0,False
91,0,False
97,0,False
94,0,False
95,0,False
99,0,False
93,0,False
92,0,False
94,0,False
93,0,False
99,0,False
97,0,False
91,0,False
91,0,False
94,0,False
94,0,False
94,0,False
91,0,False
95,0,False
92,0,False
97,0,False
91,0,False
92,0,False
96,0,False
94,0,False
91,0,False
91,0,False
92,0,False
91,0,False
91,0,False
93,0,False
94,0,False
93,0,False
94,0,False
92,0,False
94,0,False
94,0,False
92,0,False
93,0,False
99,0,False
95,0,False
94,0,False
91,0,False
91,0,False
91,0,False
91,0,False
99,0,False
97,0,False
93,0,False
100,0,False
91,0,False
91,0,False
91,0,False
92,0,False
96,0,False
93,0,False
95,0,False
92,0,False
92,0,False
92,0,False
92,0,False
93,0,False
100,0,True
95,0,False
92,0,False
94,0,False
94,0,False
98,0,False
92,0,False
92,0,False
95,0,False
92,0,False
100,0,True
95,0,False
95,0,False
94,0,False
91,0,False
91,0,False
95,0,False
93,0,False
93,0,False
92,0,False
92,0,False
96,0,False
96,0,False
95,0,False
93,0,False
93,0,False
91,0,False
93,0,False
93,0,False
93,0,False
91,0,False
96,0,False
94,0,False
92,0,False
93,0,False
94,0,False
92,0,False
91,0,False
97,0,False
94,0,False
95,0,False
99,0,False
94,0,False
92,0,False
97,0,False
97,0,False
95,0,False
94,0,False
99,0,False
92,0,False
100,0,False
93,0,False
94,0,False
93,0,False
93,0,False
95,0,False
97,0,False
95,0,False
98,0,False
92,0,False
93,0,False
93,0,False
94,0,False
92,0,False
91,0,False
92,0,False
91,0,False
95,0,False
98,0,False
94,0,False
98,0,False
91,0,False
100,0,False
92,0,False
99,0,False
90,0,False
91,0,False
91,0,False
98,0,False
99,0,False
91,0,False
96,0,False
99,0,False
93,0,False
95,0,False
91,0,False
97,0,False
91,0,False
98,0,False
94,0,False
95,0,False
100,0,False
95,0,False
100,0,False
92,0,False
93,0,False
91,0,False
94,0,False
92,0,False
98,0,False
97,0,False
93,0,False
94,0,False
95,0,False
93,0,False
95,0,False
92,0,False
94,0,False
94,0,False
100,0,False
91,0,False
92,0,False
92,0,False
96,0,False
93,0,False
96,0,False
91,0,False
92,0,False
91,0,False
91,0,False
91,0,False
96,0,False
93,0,False
96,0,False
91,0,False
92,0,False
93,0,False
99,0,False
100,0,True
93,0,False
91,0,False
97,0,False
94,0,False
100,0,False
93,0,False
99,0,False
91,0,False
93,0,False
93,0,False
93,0,False
91,0,False
93,0,False
92,0,False
92,0,False
91,0,False
94,0,False
93,0,False
92,0,False
99,0,False
95,0,False
93,0,False
93,0,False
93,0,False
92,0,False
95,0,False
91,0,False
95,0,False
95,0,False
92,0,False
98,0,False
100,0,True
93,0,False
93,0,False
91,0,False
92,0,False
92,0,False
91,0,False
94,0,False
93,0,False
93,0,False
98,0,False
93,0,False
95,0,False
95,0,False
97,0,False
92,0,False
100,0,False
91,0,False
93,0,False
91,0,False
93,0,False
90,0,False
91,0,False
94,0,False
90,0,False
92,0,False
94,0,False
93,0,False
91,0,False
90,0,False
94,0,False
91,0,False
92,0,False
94,0,False
96,0,False
93,0,False
92,0,False
93,0,False
91,0,False
92,0,False
92,0,False
92,0,False
97,0,False
92,0,False
99,0,False
90,0,False
96,0,False
93,0,False
95,0,False
92,0,False
94,0,False
92,0,False
94,0,False
91,0,False
100,0,False
100,0,False
92,0,False
94,0,False
97,0,False
99,0,False
100,0,False
95,0,False
93,0,False
94,0,False
97,0,False
91,0,False
95,0,False
92,0,False
91,0,False
92,0,False
91,0,False
92,0,False
91,0,False
93,0,False
99,0,False
91,0,False
95,0,False
93,0,False
100,0,False
94,0,False
91,0,False
92,0,False
92,0,False
91,0,False
92,0,False
96,0,False
91,0,False
97,0,False
93,0,False
92,0,False
96,0,False
93,0,False
94,0,False
94,0,False
93,0,False
97,0,False
95,0,False
97,0,False
91,0,False
96,0,False
92,0,False
91,0,False
94,0,False
93,0,False
91,0,False
94,0,False
90,0,False
91,0,False
92,0,False
90,0,False
93,0,False
99,0,False
91,0,False
93,0,False
96,0,False
96,0,False
90,0,False
92,0,False
98,0,False
92,0,False
92,0,False
94,0,False
100,0,True
90,0,False
96,0,False
94,0,False
91,0,False
92,0,False
96,0,False
94,0,False
93,0,False
92,0,False
100,0,False
95,0,False
92,0,False
97,0,False
97,0,False
96,0,False
99,0,False
92,0,False
91,0,False
100,0,False
94,0,False
91,0,False
92,0,False
93,0,False
99,0,False
92,0,False
94,0,False
95,0,False
96,0,False
93,0,False
93,0,False
94,0,False
93,0,False
93,0,False
91,0,False
93,0,False
92,0,False
97,0,False
97,0,False
95,0,False
96,0,False
92,0,False
97,0,False
97,0,False
92,0,False
97,0,False
91,0,False
92,0,False
100,0,False
93,0,False
93,0,False
92,0,False
91,0,False
95,0,False
93,0,False
95,0,False
100,0,False
93,0,False
92,0,False
92,0,False
97,0,False
96,0,False
93,0,False
97,0,False
100,0,True
93,0,False
95,0,False
92,0,False
99,0,False
95,0,False
91,0,False
93,0,False
91,0,False
92,0,False
91,0,False
93,0,False
92,0,False
93,0,False
94,0,False
91,0,False
99,0,False
97,0,False
91,0,False
92,0,False
93,0,False
93,0,False
100,0,True
91,0,False
99,0,False
92,0,False
92,0,False
91,0,False
92,0,False
91,0,False
96,0,False
95,0,False
96,0,False
95,0,False
95,0,False
91,0,False
91,0,False
93,0,False
97,0,False
97,0,False
99,0,False
95,0,False
99,0,False
92,0,False
100,0,True
95,0,False
90,0,False
97,0,False
100,0,False
95,0,False
95,0,False
91,0,False
91,0,False
90,0,False
96,0,False
96,0,False
93,0,False
93,0,False
91,0,False
95,0,False
93,0,False
91,0,False
96,0,False
95,0,False
93,0,False
93,0,False
94,0,False
99,0,False
91,0,False
91,0,False
94,0,False
91,0,False
94,0,False
92,0,False
95,0,False
91,0,False
94,0,False
96,0,False
100,0,False
93,0,False
93,0,False
92,0,False
94,0,False
93,0,False
98,0,False
91,0,False
92,0,False
95,0,False
100,0,False
93,0,False
99,0,False
95,0,False
95,0,False
95,0,False
94,0,False
95,0,False
97,0,False
100,0,False
95,0,False
96,0,False
92,0,False
94,0,False
92,0,False
91,0,False
91,0,False
97,0,False
93,0,False
92,0,False
92,0,False
92,0,False
94,0,False
94,0,False
95,0,False
94,0,False
91,0,False
91,0,False
92,0,False
95,0,False
96,0,False
93,0,False
92,0,False
93,0,False
95,0,False
92,0,False
91,0,False
93,0,False
94,0,False
100,0,False
91,0,False
100,0,False
93,0,False
97,0,False
91,0,False
94,0,False
93,0,False
92,0,False
91,0,False
92,0,False
92,0,False
97,0,False
91,0,False
96,0,False
92,0,False
97,0,False
91,0,False
96,0,False
95,0,False
94,0,False
93,0,False
90,0,False
91,0,False
91,0,False
96,0,False
91,0,False
95,0,False
96,0,False
92,0,False
94,0,False
93,0,False
99,0,False
97,0,False
93,0,False
97,0,False
94,0,False
94,0,False
93,0,False
91,0,False
94,0,False
94,0,False
97,0,False
97,0,False
91,0,False
93,0,False
99,0,False
92,0,False
92,0,False
92,0,False
92,0,False
91,0,False
95,0,False
95,0,False
91,0,False
94,0,False
94,0,False
95,0,False
96,0,False
92,0,False
94,0,False
93,0,False
93,0,False
90,0,False
93,0,False
96,0,False
91,0,False
92,0,False
95,0,False
95,0,False
92,0,False
92,0,False
96,0,False
95,0,False
94,0,False
96,0,False
91,0,False
92,0,False
92,0,False
92,0,False
93,0,False
91,0,False
91,0,False
93,0,False
99,0,False
95,0,False
